post_id,post_date,post_type,caption,hashtags,hashtag_count,reach,impressions,likes,comments,shares,saves,follows_gained
IG0384,2025-07-15 01:01:00,Carousel,A day in the life: art edition.,#india #foodie #fitness #motivation #lifestyle #travel,6,3407.0,5157,183,2.0,24,51,7
IG0385,2024-05-09 04:33:00,Carousel,Big announcement coming soon about business!,#fashion #travel,2,4604.0,6218,214,2.0,68,85,18
IG0386,2024-10-05 17:28:00,Reel,Why wellness matters more than you think.,#delhi #photography,2,5681.0,6923,253,11.0,36,176,18
IG0387,2024-12-21 15:34:00,Reel,Why business matters more than you think.,#foodie #technology #ootd,3,,14778,592,9.0,290,171,31
IG0388,2024-05-19 11:18:00,Carousel,A day in the life: art edition.,#delhi #fashion #marketing #instagood #ootd #mumbai #business,7,4132.0,4681,180,9.0,59,123,11
IG0389,2024-07-12 13:56:00,Reel,Behind the scenes of tech — swipe to see more.,#startup #business #explorepage #photography #mumbai #instagood #reels #fitness,8,7692.0,9482,455,19.0,94,318,76
IG0390,2025-09-19 22:43:00,Image,Behind the scenes of travel — swipe to see more.,#ootd #delhi #motivation #startup,4,2232.0,2769,103,1.0,33,49,8
IG0391,2025-09-24 14:17:00,Video,Behind the scenes of food — swipe to see more.,#reels #nature #fashion #lifestyle #travel #motivation #delhi,7,2201.0,2507,38,0.0,19,61,14
IG0392,2024-01-09 07:05:00,Reel,Big announcement coming soon about travel!,#fashion #marketing,2,8285.0,9369,395,7.0,168,93,22
IG0393,2025-01-15 14:44:00,Carousel,Behind the scenes of business — swipe to see more.,,0,1837.0,2453,78,3.0,35,42,9
IG0394,2025-02-05 02:34:00,Image,Why travel matters more than you think.,#photography #reels #motivation #business #fashion #travel #india,7,2160.0,2810,122,6.0,39,24,4
IG0395,2024-02-04 06:29:00,Reel,,#india,1,4419.0,5616,212,10.0,29,161,25
IG0396,2024-06-11 20:46:00,Reel,A day in the life: fitness edition.,,0,2035.0,2845,108,1.0,13,57,13
IG0397,2024-02-23 21:13:00,Reel,Big announcement coming soon about art!,#explorepage,1,9308.0,14574,712,,205,405,52
IG0398,2025-02-09 07:00:00,Reel,5 tips every beginner should know about wellness.,,0,5445.0,7559,304,4.0,171,76,4
IG0399,2024-04-03 21:39:00,Carousel,,#travel #instagood #art #lifestyle #fitness,5,5744.0,6614,356,13.0,52,203,43
IG0400,2024-12-21 14:46:00,Video,A day in the life: food edition.,#fashion #business #art,3,1402.0,1577,28,1.0,15,14,2
IG0401,2024-10-28 17:44:00,Reel,5 tips every beginner should know about tech.,#reels #mumbai #photography #art #nature #india #explorepage,7,2087.0,3155,153,5.0,27,42,8
IG0402,2024-09-26 17:23:00,Reel,We just launched something new in business. Link in bio!,#fashion #india #business #photography #instagood #ootd #startup,7,2525.0,3839,45,1.0,66,101,12
IG0403,2025-01-31 06:33:00,Carousel,Behind the scenes of fitness — swipe to see more.,#delhi #lifestyle #ootd #nature #startup #india #photography,7,5704.0,6612,241,10.0,82,27,3
IG0404,2024-05-12 05:55:00,Reel,Behind the scenes of travel — swipe to see more.,,0,7475.0,11852,324,14.0,38,170,12
IG0405,2025-02-01 21:31:00,Carousel,Check out our latest fitness update! What do you think?,#instagood #mumbai #motivation #travel #art #fitness #ootd #marketing,8,5024.0,5719,228,8.0,58,160,34
IG0406,2024-03-22 14:51:00,Carousel,Why business matters more than you think.,,0,2140.0,2467,65,1.0,37,55,3
IG0407,2025-09-23 08:33:00,Reel,A day in the life: fitness edition.,,0,4734.0,7165,214,6.0,38,202,32
IG0408,2024-04-13 23:14:00,Reel,Behind the scenes of art — swipe to see more.,#business #reels #mumbai #india #explorepage #ootd #nature #foodie,8,15294.0,24150,792,43.0,460,678,120
IG0409,2025-12-20 21:27:00,Carousel,Why food matters more than you think.,#photography,1,10184.0,13907,356,11.0,193,321,25
IG0410,2025-09-06 14:59:00,Image,Big announcement coming soon about art!,#nature #delhi #instagood #art #startup,5,7046.0,9270,215,11.0,45,181,26
IG0411,2025-07-17 23:16:00,Carousel,Check out our latest tech update! What do you think?,#technology #instagood #business #fashion #travel,5,6589.0,8319,107,2.0,17,242,58
IG0412,2024-11-03 07:13:00,Reel,Check out our latest fitness update! What do you think?,#fashion #motivation #delhi #india #lifestyle,5,3622.0,5199,277,15.0,53,139,14
IG0413,2025-08-19 07:14:00,Video,Big announcement coming soon about fitness!,#ootd #foodie #business #reels,4,4170.0,5962,129,2.0,86,36,6
IG0414,2025-12-07 22:36:00,Reel,Check out our latest tech update! What do you think?,#instagood,1,7463.0,9766,215,3.0,113,279,64
IG0415,2024-02-27 10:22:00,Reel,Check out our latest tech update! What do you think?,#startup #fitness #explorepage #fashion #business #india,6,3669.0,4066,199,7.0,28,54,2
IG0416,2025-12-15 07:09:00,Image,,,0,4770.0,7456,117,1.0,12,88,11
IG0417,2025-03-18 09:50:00,Reel,Why fashion matters more than you think.,#lifestyle #instagood #nature #foodie #marketing #ootd,6,5269.0,7870,279,3.0,106,115,28
IG0418,2025-12-15 04:48:00,Carousel,,#marketing #delhi,2,7680.0,9490,233,6.0,114,41,5
IG0419,2025-06-20 07:15:00,Image,Big announcement coming soon about art!,#motivation,1,2630.0,3190,107,6.0,9,39,4
IG0420,2025-02-27 13:23:00,Image,Big announcement coming soon about food!,#reels #nature #art #fashion #ootd,5,735.0,931,17,0.0,3,13,2
IG0421,2024-05-29 14:02:00,Image,Behind the scenes of fitness — swipe to see more.,#reels #art #lifestyle,3,3312.0,4087,88,2.0,47,15,0
IG0422,2024-05-31 09:00:00,Reel,We just launched something new in business. Link in bio!,#fitness #ootd #technology #marketing #fashion,5,3462.0,4918,205,11.0,100,61,5
IG0423,2024-09-21 17:30:00,Reel,A day in the life: fashion edition.,#fashion #business,2,8854.0,13396,374,19.0,129,102,20
IG0424,2025-09-24 08:03:00,Reel,A day in the life: fashion edition.,#fashion #foodie #business #motivation #art #startup #travel,7,3016.0,3440,224,3.0,95,141,29
IG0425,2025-01-24 16:45:00,Carousel,Behind the scenes of wellness — swipe to see more.,#nature,1,8120.0,10107,351,14.0,95,147,17
IG0426,2025-12-30 00:02:00,Carousel,,#india #ootd #nature,3,3708.0,5811,179,9.0,55,111,5
IG0427,2024-12-29 20:19:00,Image,Why tech matters more than you think.,#india #motivation #travel,3,5244.0,6431,116,1.0,22,154,28
IG0428,2025-07-22 08:14:00,Image,Behind the scenes of food — swipe to see more.,#nature #business,2,6980.0,9751,105,4.0,86,101,10
IG0429,2025-10-02 21:14:00,Image,,#explorepage #mumbai #lifestyle #startup #ootd #technology,6,5436.0,6613,92,4.0,32,25,1
IG0430,2025-07-08 21:51:00,Carousel,Why food matters more than you think.,#lifestyle #ootd #india,3,2856.0,3824,178,4.0,37,12,0
IG0431,2025-08-01 05:20:00,Reel,5 tips every beginner should know about fitness.,#delhi,1,6073.0,7975,317,5.0,71,203,49
IG0432,2024-11-22 13:26:00,Reel,5 tips every beginner should know about fitness.,#technology #motivation #lifestyle #reels,4,6448.0,8910,433,5.0,37,198,23
IG0433,2024-09-30 19:36:00,Image,Big announcement coming soon about fashion!,#instagood #explorepage #mumbai,3,2023.0,2948,50,1.0,29,55,11
IG0434,2025-09-11 15:45:00,Carousel,We just launched something new in food. Link in bio!,#photography #business #marketing #delhi #lifestyle,5,5571.0,6952,209,4.0,41,145,25
IG0435,2024-10-03 13:14:00,Carousel,,#reels #foodie #photography,3,8637.0,11904,207,3.0,39,274,64
IG0436,2025-03-13 12:49:00,Carousel,Big announcement coming soon about art!,,0,4042.0,5919,127,2.0,10,112,13
IG0437,2025-07-03 16:41:00,Reel,,,0,5905.0,9008,336,12.0,106,50,7
IG0438,2024-09-08 16:34:00,Reel,,#travel #delhi #business #india #instagood #fitness,6,2468.0,3011,166,4.0,14,30,7
IG0439,2025-04-17 05:27:00,Carousel,,#instagood #travel #india #lifestyle,4,8193.0,13090,350,17.0,80,115,15
IG0440,2025-08-22 22:34:00,Carousel,,#business #startup,2,2413.0,2815,137,,37,65,12
IG0441,2024-07-25 14:05:00,Image,,#nature #photography #fitness #foodie,4,3640.0,5333,163,3.0,8,38,5
IG0442,2025-06-07 19:10:00,Carousel,5 tips every beginner should know about food.,#delhi #business #travel #photography #nature #ootd,6,3730.0,4337,190,2.0,49,87,13
IG0443,2025-03-05 09:19:00,Reel,Check out our latest tech update! What do you think?,#ootd #photography #fitness #lifestyle #reels #fashion #instagood,7,11150.0,13568,970,49.0,49,293,55
IG0444,2024-01-06 19:56:00,Reel,We just launched something new in fashion. Link in bio!,#explorepage #reels #marketing #technology #startup #instagood #travel,7,9629.0,14915,367,14.0,233,197,35
IG0445,2024-07-31 01:11:00,Carousel,5 tips every beginner should know about fashion.,#travel #art,2,6326.0,8718,177,9.0,18,91,5
IG0446,2024-11-01 10:58:00,Image,Why fitness matters more than you think.,#travel,1,2070.0,2976,91,4.0,21,29,6
IG0447,2025-11-07 22:44:00,Reel,Why business matters more than you think.,#photography #technology #art #travel #foodie #business #lifestyle #instagood,8,6567.0,10406,272,3.0,85,175,14
IG0448,2024-03-07 09:30:00,Carousel,Why business matters more than you think.,#fitness #motivation,2,2413.0,2793,50,1.0,27,62,8
IG0449,2024-04-21 18:46:00,Carousel,5 tips every beginner should know about business.,#foodie #marketing #ootd #startup #nature #lifestyle #motivation #delhi,8,5004.0,7892,217,7.0,80,117,15
IG0450,2025-05-24 15:51:00,Reel,We just launched something new in tech. Link in bio!,#instagood #explorepage,2,4994.0,5899,226,,24,143,24
IG0451,2024-04-30 23:54:00,Image,Big announcement coming soon about fashion!,#instagood #startup #mumbai,3,1319.0,1980,55,0.0,16,36,4
IG0452,2025-10-17 06:44:00,Reel,Check out our latest business update! What do you think?,#motivation #foodie #ootd #delhi,4,5593.0,7362,310,4.0,169,209,34
IG0453,2025-08-05 19:01:00,Image,,#reels #nature,2,3550.0,5023,73,3.0,24,100,7
IG0454,2025-05-08 04:40:00,Image,,#delhi #nature #technology #startup #travel #india #motivation,7,4627.0,6433,21,0.0,49,115,27
IG0455,2024-12-05 11:04:00,Reel,Why business matters more than you think.,#motivation #fashion,2,4211.0,4910,274,11.0,59,30,5
IG0456,2025-02-02 05:38:00,Image,Check out our latest business update! What do you think?,#ootd,1,1788.0,2362,36,1.0,30,33,3
IG0457,2025-01-15 14:53:00,Image,Big announcement coming soon about fitness!,#reels #india #ootd #photography,4,7317.0,10358,253,10.0,69,211,33
IG0458,2025-03-30 16:01:00,Carousel,Big announcement coming soon about tech!,#india #lifestyle #reels #nature #marketing #art #startup,7,6239.0,8646,141,1.0,100,184,28
IG0459,2025-06-12 21:08:00,Reel,Check out our latest fitness update! What do you think?,#travel #technology #business,3,4205.0,5554,225,4.0,37,90,5
IG0460,2024-03-30 10:29:00,Reel,A day in the life: fitness edition.,,0,1163.0,1501,102,,20,8,0
IG0461,2024-08-02 10:12:00,Carousel,,#ootd #motivation #delhi,3,7946.0,10957,379,4.0,37,41,3
IG0462,2024-04-27 00:39:00,Carousel,We just launched something new in tech. Link in bio!,#india #fitness #reels #art #nature #lifestyle #foodie #instagood,8,3628.0,5706,166,4.0,15,34,2
IG0463,2025-07-07 14:03:00,Reel,Behind the scenes of fashion — swipe to see more.,#fashion #marketing,2,2366.0,3026,149,6.0,72,25,3
IG0464,2025-12-22 19:57:00,Carousel,,#instagood #art #ootd #nature #reels #mumbai #business,7,8583.0,11204,500,15.0,26,129,11
IG0465,2025-12-16 14:06:00,Reel,Big announcement coming soon about tech!,#ootd #technology #marketing #explorepage #india #foodie #startup,7,6190.0,9064,365,10.0,62,55,4
IG0466,2024-11-28 14:31:00,Image,,,0,4823.0,6450,288,3.0,34,60,12
IG0467,2024-10-16 11:38:00,Video,Behind the scenes of art — swipe to see more.,#india #fitness,2,5280.0,8000,145,4.0,54,170,14
IG0468,2025-06-29 14:25:00,Image,Big announcement coming soon about fitness!,#explorepage #instagood #delhi #photography #marketing #reels,6,7125.0,9333,134,6.0,117,188,11
IG0469,2025-03-21 18:50:00,Carousel,,#delhi #explorepage #photography #foodie #marketing,5,3966.0,5450,105,3.0,98,32,5
IG0470,2024-11-11 12:04:00,Reel,Big announcement coming soon about art!,#instagood,1,4230.0,6068,169,5.0,57,128,21
IG0471,2024-05-22 18:57:00,Reel,5 tips every beginner should know about food.,,0,23943.0,33164,846,39.0,93,481,99
IG0472,2025-04-02 06:13:00,Carousel,Check out our latest fitness update! What do you think?,#ootd #mumbai #instagood #startup #art,5,7382.0,10214,213,9.0,119,149,11
IG0473,2024-10-28 01:23:00,Reel,Why travel matters more than you think.,#travel #fashion #delhi #art #fitness #startup #lifestyle #mumbai,8,15760.0,21384,545,5.0,275,270,53
IG0474,2025-01-26 12:24:00,Reel,Big announcement coming soon about art!,#delhi #reels #photography #marketing #lifestyle #fitness,6,8285.0,9835,467,6.0,175,236,31
IG0475,2025-11-17 04:08:00,Carousel,Check out our latest fitness update! What do you think?,,0,4456.0,4951,200,7.0,100,106,22
IG0476,2024-05-19 02:08:00,Carousel,Why wellness matters more than you think.,#technology #startup #photography #instagood #mumbai #motivation,6,5429.0,7524,217,5.0,37,65,7
IG0477,2025-08-14 15:54:00,Carousel,Check out our latest business update! What do you think?,#india #motivation #startup,3,1934.0,2722,112,1.0,12,41,3
IG0478,2024-04-25 18:30:00,Reel,,#lifestyle,1,11519.0,12750,598,25.0,301,519,28
IG0479,2024-09-08 15:40:00,Reel,Check out our latest tech update! What do you think?,#delhi,1,,7590,387,17.0,164,262,50
IG0480,2025-04-09 16:57:00,Reel,A day in the life: fashion edition.,#mumbai #nature #startup #art #ootd #lifestyle #foodie,7,7008.0,8606,342,5.0,195,185,34
IG0481,2025-04-29 18:10:00,Reel,Check out our latest tech update! What do you think?,,0,9004.0,11311,575,11.0,282,294,69
IG0482,2024-10-11 08:08:00,Reel,5 tips every beginner should know about food.,#motivation #instagood #fashion #fitness,4,8527.0,12328,611,18.0,59,288,56
IG0483,2025-12-18 07:31:00,Carousel,Behind the scenes of business — swipe to see more.,#india #travel,2,4607.0,5786,100,4.0,88,53,6
IG0484,2025-05-22 13:49:00,Reel,Behind the scenes of tech — swipe to see more.,#explorepage #technology #photography #reels #art #fashion,6,8087.0,12572,369,17.0,234,334,28
IG0485,2025-05-02 23:48:00,Video,A day in the life: fashion edition.,#explorepage #business #mumbai #marketing #motivation #foodie #india #reels,8,1747.0,1976,33,0.0,12,22,4
IG0486,2025-06-26 21:02:00,Image,Why business matters more than you think.,#delhi,1,5600.0,8560,144,2.0,80,159,29
IG0487,2024-10-03 08:51:00,Reel,,#motivation,1,19759.0,26779,996,25.0,519,830,64
IG0488,2025-08-25 06:33:00,Video,Check out our latest fitness update! What do you think?,#photography #nature #delhi #fashion #india,5,7718.0,11391,148,8.0,64,222,16
IG0489,2024-12-25 07:46:00,Image,Check out our latest fitness update! What do you think?,#motivation #reels #travel #fashion,4,5796.0,7106,280,5.0,17,129,18
IG0490,2025-09-05 20:07:00,Image,Why food matters more than you think.,#foodie,1,1966.0,2984,49,0.0,29,33,5
IG0491,2024-07-08 03:44:00,Carousel,Behind the scenes of wellness — swipe to see more.,#motivation #ootd,2,5605.0,8153,231,11.0,98,152,18
IG0492,2025-03-13 22:57:00,Image,Why art matters more than you think.,#motivation #photography #foodie #instagood #travel,5,2658.0,3465,98,1.0,51,56,9
IG0493,2024-09-28 05:28:00,Reel,Why travel matters more than you think.,#marketing,1,10077.0,13065,423,4.0,190,473,58
IG0494,2025-03-17 06:39:00,Reel,Behind the scenes of tech — swipe to see more.,#technology,1,6799.0,8976,207,7.0,121,73,17
IG0495,2025-04-01 00:57:00,Reel,Why business matters more than you think.,#lifestyle #fashion #travel #business #motivation #foodie #art,7,6556.0,9163,308,9.0,169,86,18
IG0496,2025-05-17 15:27:00,Carousel,Behind the scenes of wellness — swipe to see more.,#foodie #delhi #explorepage #fashion #business #art,6,2352.0,2889,28,0.0,22,56,13
IG0497,2025-11-29 09:25:00,Carousel,Big announcement coming soon about fitness!,,0,4014.0,4525,181,5.0,29,15,3
IG0498,2025-04-15 09:41:00,Image,We just launched something new in art. Link in bio!,#photography #delhi #travel,3,2457.0,2850,80,3.0,45,35,2
IG0499,2025-12-06 11:31:00,Carousel,5 tips every beginner should know about travel.,#technology,1,2309.0,3257,52,0.0,7,86,8
IG0500,2024-09-01 15:24:00,Reel,,#delhi,1,11603.0,14743,567,24.0,207,487,108
IG0501,2024-01-17 01:21:00,Reel,Check out our latest business update! What do you think?,,0,5183.0,8263,384,22.0,129,80,12
IG0502,2025-06-19 14:43:00,Video,,#lifestyle #mumbai #explorepage #foodie #travel #art #india #delhi,8,2342.0,2584,115,2.0,43,31,6
IG0503,2025-10-26 04:00:00,Reel,,#travel #ootd,2,3245.0,3948,131,2.0,62,56,7
IG0504,2024-04-18 03:31:00,Reel,Why business matters more than you think.,#foodie #reels #startup,3,1860.0,2145,111,1.0,21,32,3
IG0505,2024-05-20 10:53:00,Reel,Behind the scenes of business — swipe to see more.,#travel #mumbai #photography,3,4714.0,6681,253,3.0,138,61,13
IG0506,2025-12-14 11:35:00,Carousel,5 tips every beginner should know about fashion.,#technology #explorepage,2,6282.0,7440,241,2.0,88,186,44
IG0507,2024-06-10 00:56:00,Image,Why tech matters more than you think.,#foodie #fashion #mumbai #photography #instagood #art #nature,7,2561.0,3187,45,1.0,30,18,3
IG0508,2024-05-09 06:09:00,Reel,Check out our latest food update! What do you think?,#india #technology #startup #explorepage,4,5937.0,8894,189,7.0,45,168,11
IG0509,2024-03-31 20:52:00,Reel,Behind the scenes of travel — swipe to see more.,#art #startup #fashion #explorepage,4,4416.0,5462,264,15.0,58,29,2
IG0510,2025-07-06 16:14:00,Reel,,#reels #motivation #travel #instagood #fitness #business #foodie,7,4675.0,7436,266,12.0,61,149,13
IG0511,2025-10-22 11:18:00,Reel,Check out our latest wellness update! What do you think?,#startup #motivation #nature,3,6791.0,10214,404,10.0,83,219,26
IG0512,2024-06-10 00:31:00,Reel,We just launched something new in business. Link in bio!,#fitness #foodie #explorepage #technology #nature #reels #instagood #art,8,11507.0,14856,631,12.0,115,204,36
IG0513,2025-02-26 06:24:00,Carousel,Why fashion matters more than you think.,#foodie #marketing #mumbai,3,2647.0,4002,144,4.0,54,26,1
IG0514,2025-01-31 11:08:00,Image,A day in the life: fashion edition.,#reels #art #motivation #instagood #nature #foodie #fashion,7,7426.0,8262,121,3.0,22,144,14
IG0515,2024-06-24 10:14:00,Reel,Why fitness matters more than you think.,#instagood #photography #mumbai #explorepage,4,4337.0,6745,198,6.0,29,78,18
IG0516,2025-08-28 15:53:00,Reel,5 tips every beginner should know about travel.,#motivation #fashion #startup #explorepage #india #photography #reels,7,6944.0,10709,536,19.0,61,83,19
IG0517,2024-02-15 01:30:00,Reel,,#travel #startup #india #business #marketing #delhi #technology #art,8,12079.0,15333,627,29.0,246,517,30
IG0518,2025-12-10 23:26:00,Reel,Behind the scenes of travel — swipe to see more.,#lifestyle #art #ootd,3,2507.0,3690,145,,32,116,16
IG0519,2025-04-15 18:47:00,Carousel,,,0,6682.0,9251,266,13.0,68,122,26
IG0520,2025-01-14 20:29:00,Reel,Why fitness matters more than you think.,,0,12536.0,18835,871,25.0,58,277,51
IG0521,2025-03-12 08:44:00,Carousel,Behind the scenes of fashion — swipe to see more.,#mumbai #reels #foodie #nature #travel #motivation #india #photography,8,3026.0,4288,160,7.0,44,32,3
IG0522,2025-01-10 05:41:00,Image,We just launched something new in wellness. Link in bio!,#foodie #delhi #reels #lifestyle #nature #fitness #motivation #travel,8,1596.0,2527,47,2.0,15,25,5
IG0523,2024-09-30 16:43:00,Carousel,Behind the scenes of wellness — swipe to see more.,#motivation #travel #foodie #art #india #explorepage,6,2605.0,3447,122,2.0,6,13,3
IG0524,2024-10-26 14:39:00,Reel,5 tips every beginner should know about art.,#foodie #reels #technology #instagood #india,5,9879.0,13586,554,25.0,202,359,73
IG0525,2024-10-09 03:44:00,Video,Check out our latest travel update! What do you think?,#marketing #lifestyle,2,1439.0,2049,58,3.0,6,18,3
IG0526,2024-05-15 15:22:00,Carousel,Big announcement coming soon about travel!,#technology #fashion #ootd #reels #foodie #mumbai,6,3277.0,5004,32,1.0,14,98,21
IG0527,2024-11-30 15:37:00,Reel,A day in the life: food edition.,#delhi #technology #mumbai #ootd #lifestyle #instagood #business #marketing,8,2997.0,4355,157,6.0,26,41,2
IG0528,2024-02-18 04:22:00,Reel,5 tips every beginner should know about food.,#technology #photography #mumbai #ootd,4,10767.0,15434,611,35.0,257,484,75
IG0529,2024-06-06 05:15:00,Reel,5 tips every beginner should know about business.,#travel,1,4760.0,6503,223,8.0,38,100,17
IG0530,2025-12-25 01:42:00,Video,Behind the scenes of tech — swipe to see more.,#art #lifestyle #instagood #technology #photography,5,4870.0,7212,181,3.0,74,106,18
IG0531,2024-05-28 14:59:00,Carousel,,#lifestyle #fashion #delhi #india #nature,5,1467.0,1994,61,3.0,9,9,1
IG0532,2025-08-10 21:09:00,Carousel,A day in the life: fitness edition.,#nature #fitness #marketing #travel #lifestyle #instagood #motivation,7,1797.0,2478,60,,41,37,4
IG0533,2024-12-31 02:20:00,Image,We just launched something new in travel. Link in bio!,,0,3581.0,4541,89,0.0,42,82,12
IG0534,2024-03-26 17:54:00,Reel,Big announcement coming soon about fashion!,#foodie #india #business #reels #marketing #photography #ootd,7,5883.0,8277,338,11.0,91,47,3
IG0535,2025-01-30 11:00:00,Image,We just launched something new in fitness. Link in bio!,#art #instagood #ootd #technology,4,2457.0,3322,57,0.0,30,15,0
IG0536,2025-03-29 09:10:00,Reel,Big announcement coming soon about wellness!,#startup #lifestyle #foodie #mumbai #reels #india,6,5577.0,8488,252,7.0,24,134,22
IG0537,2024-03-31 00:26:00,Carousel,We just launched something new in food. Link in bio!,#startup #photography #delhi #technology,4,2307.0,2660,59,0.0,45,83,20
IG0538,2024-02-13 09:53:00,Image,Check out our latest fashion update! What do you think?,#marketing #delhi #technology #explorepage,4,8770.0,10897,361,11.0,93,205,21
IG0539,2025-10-13 15:07:00,Reel,Behind the scenes of fashion — swipe to see more.,#startup #photography #marketing #explorepage,4,9419.0,13235,522,11.0,123,391,63
IG0540,2025-09-05 23:23:00,Carousel,A day in the life: fashion edition.,#mumbai #startup #motivation #marketing #fitness #photography #delhi,7,4297.0,6022,177,7.0,100,99,7
IG0541,2025-12-10 04:22:00,Carousel,Why business matters more than you think.,#travel #motivation,2,3454.0,5318,210,11.0,57,28,3
IG0542,2024-10-25 16:40:00,Reel,5 tips every beginner should know about travel.,#india,1,6464.0,9296,363,6.0,161,163,15
IG0543,2024-11-26 10:52:00,Carousel,Check out our latest food update! What do you think?,#motivation #art #fitness #mumbai,4,4324.0,5769,149,8.0,31,35,3
IG0544,2025-02-25 10:58:00,Image,We just launched something new in food. Link in bio!,#fitness #reels,2,9166.0,10178,43,1.0,153,246,16
IG0545,2025-12-07 16:54:00,Carousel,,#delhi #fitness #startup #technology #foodie #travel #instagood #marketing,8,4063.0,6154,187,10.0,78,144,26
IG0546,2025-03-28 19:33:00,Reel,5 tips every beginner should know about food.,#photography #ootd #fashion #fitness #explorepage,5,5473.0,6929,332,16.0,164,74,15
IG0547,2024-03-21 13:44:00,Image,,#foodie,1,3331.0,4135,69,4.0,45,74,18
IG0548,2025-11-06 16:37:00,Reel,Behind the scenes of wellness — swipe to see more.,,0,4955.0,7604,332,19.0,47,93,18
IG0549,2024-01-11 03:50:00,Reel,We just launched something new in travel. Link in bio!,#instagood,1,3208.0,4719,246,3.0,37,81,6
IG0550,2024-10-11 18:22:00,Reel,Check out our latest fitness update! What do you think?,#photography #india #explorepage #mumbai #foodie,5,4170.0,5803,243,4.0,85,139,18
IG0551,2024-06-24 17:00:00,Image,Big announcement coming soon about wellness!,#reels,1,3924.0,4330,17,0.0,10,50,12
IG0552,2024-04-19 05:53:00,Carousel,Behind the scenes of art — swipe to see more.,#business #startup #reels #india #explorepage,5,7430.0,10837,309,15.0,163,142,20
IG0553,2025-06-16 04:31:00,Reel,Behind the scenes of wellness — swipe to see more.,#ootd #delhi #travel #foodie #nature,5,3823.0,5256,205,11.0,34,154,24
IG0554,2025-12-04 14:14:00,Reel,Big announcement coming soon about wellness!,#startup #ootd #instagood #reels #foodie #technology #delhi #business,8,5866.0,7305,357,18.0,70,76,5
IG0555,2024-04-17 12:28:00,Reel,Behind the scenes of food — swipe to see more.,#foodie #fitness #lifestyle #business #india #art #ootd #travel,8,5355.0,6499,367,9.0,162,105,26
IG0556,2025-02-17 03:14:00,Carousel,,#marketing #motivation #mumbai #business #art #explorepage,6,12338.0,19640,401,5.0,230,163,14
IG0557,2024-05-05 08:31:00,Reel,Check out our latest wellness update! What do you think?,#explorepage #lifestyle #fashion #fitness #travel #startup #marketing,7,5520.0,7744,223,2.0,142,29,5
IG0558,2024-06-05 09:39:00,Image,,#foodie,1,7377.0,9874,30,1.0,133,89,15
IG0559,2024-09-24 17:21:00,Video,,#delhi #fashion #travel #startup #fitness #reels #explorepage #photography,8,4029.0,5344,157,9.0,20,82,8
IG0560,2024-11-06 22:10:00,Reel,,#startup #lifestyle #ootd #business #marketing #india #travel,7,6190.0,7064,268,8.0,110,98,11
IG0561,2025-02-04 08:31:00,Reel,5 tips every beginner should know about fashion.,#instagood #art #ootd #nature #travel #fashion,6,5335.0,7391,355,3.0,141,244,16
IG0562,2024-01-28 20:21:00,Reel,We just launched something new in fashion. Link in bio!,#fitness #startup #art #delhi #mumbai #photography,6,5973.0,6612,351,11.0,138,217,54
IG0563,2025-12-05 02:55:00,Reel,Check out our latest business update! What do you think?,#fitness #nature #photography #fashion,4,17388.0,22653,1352,79.0,482,457,77
IG0564,2025-03-07 08:01:00,Reel,,#mumbai #fashion #nature #business #india #photography #ootd,7,16282.0,22104,1100,44.0,226,621,52
IG0565,2025-05-29 21:21:00,Reel,Why business matters more than you think.,#instagood #ootd,2,3647.0,5437,112,5.0,72,71,15
IG0566,2024-03-18 17:13:00,Reel,Behind the scenes of travel — swipe to see more.,#motivation #travel #ootd #business,4,5906.0,7266,185,7.0,105,142,34
IG0567,2024-10-06 02:36:00,Carousel,Why tech matters more than you think.,#marketing #startup #reels #art #foodie #nature #mumbai #lifestyle,8,8139.0,11325,370,10.0,37,156,20
IG0568,2024-09-14 19:32:00,Image,,#delhi #photography #fashion #india #mumbai #ootd #explorepage,7,5528.0,8752,141,3.0,63,119,12
IG0569,2025-03-20 18:46:00,Image,Big announcement coming soon about travel!,,0,1532.0,1926,21,0.0,8,17,4
IG0570,2024-11-03 13:26:00,Reel,A day in the life: food edition.,#foodie #reels #startup #motivation #ootd,5,18421.0,29320,622,27.0,438,571,38
IG0571,2024-06-02 06:01:00,Carousel,Why art matters more than you think.,#ootd #technology #marketing,3,4929.0,7244,148,7.0,15,158,22
IG0572,2024-05-19 00:16:00,Reel,Check out our latest fashion update! What do you think?,#delhi #photography #travel #marketing,4,11312.0,15524,369,9.0,113,158,20
IG0573,2024-03-06 13:57:00,Image,A day in the life: fitness edition.,#foodie #business #lifestyle #explorepage #fitness,5,2638.0,3417,40,2.0,43,25,1
IG0574,2024-11-16 10:53:00,Reel,A day in the life: travel edition.,#explorepage #startup #reels #lifestyle #fitness #foodie,6,5969.0,8887,213,11.0,80,205,23
IG0575,2025-05-17 17:23:00,Reel,,#nature,1,2260.0,3269,104,2.0,60,39,5
IG0576,2024-05-28 11:30:00,Image,Why tech matters more than you think.,#ootd #fashion #travel #delhi #explorepage,5,5296.0,7440,87,1.0,82,97,10
IG0577,2025-12-02 03:34:00,Carousel,A day in the life: art edition.,#technology #business #fashion,3,7306.0,11284,132,5.0,103,40,3
IG0578,2024-10-31 06:55:00,Carousel,Check out our latest art update! What do you think?,#technology #nature,2,2713.0,3668,87,1.0,35,22,5
